sample,MX1303_C5JC4ACXX_3_TAGGAT,MX1304_C5JC4ACXX_4_CCGGTG,MX1305_C5JC4ACXX_5_TGTTGG,MX1306_C5JC4ACXX_6_GTATAG,MX1307_C5JC4ACXX_7_AGCATC,MX1307_C5JC4ACXX_7_CAGGCC,MX1310_C5JC1ACXX_4_CTCTAC,MX1310_C5JC1ACXX_4_GGAACT,MX1310_C5JC1ACXX_4_GGACGG,MX1310_C5JC1ACXX_4_TGACAT,MX1355_C6RGTANXX_2_AAGCTA,MX1355_C6RGTANXX_2_ACATCG,MX1355_C6RGTANXX_2_CAAGTT,MX1355_C6RGTANXX_2_CATTCA,MX1355_C6RGTANXX_2_GGAACT,MX1356_C6RGTANXX_3_ATGGCA,MX1356_C6RGTANXX_3_CCTTGC,MX1356_C6RGTANXX_3_CGGCCT,MX1356_C6RGTANXX_3_GCGTGG,MX1356_C6RGTANXX_3_GCTGTA,MX1356_C6RGTANXX_3_GTATAG,MX1356_C6RGTANXX_3_TAGTTG,MX1356_C6RGTANXX_3_TGACAT,MX1357_C6RGTANXX_4_AATTAT,MX1357_C6RGTANXX_4_AGTCTT,MX1357_C6RGTANXX_4_CATGGG,MX1357_C6RGTANXX_4_GCCTAA,MX1357_C6RGTANXX_4_GTAGCC,MX1357_C6RGTANXX_4_TATCGT,MX1357_C6RGTANXX_4_TCTGAG
hsa-miR-3065-5p,161.828,240.802,164.666,153.104,108.909,101.154,36.192,205.064,128.752,128.79,109.917,90.652,115.958,158.701,157.078,216.309,177.597,39.59,125.638,146.762,157.953,39.289,116.796,107.841,107.88,56.862,152.846,110.673,114.483,130.098
hsa-miR-3074-3p,0.087,0.129,0.034,0.152,0.077,0.064,0,0.024,0.049,0.223,0,0.211,0.187,0.341,0.269,0,0,0,0,0,0.035,0,0.067,0.196,0.058,0.234,0.036,0.287,0.186,0.089
hsa-miR-3074-5p,"15,406.20","18,726.10","18,078.70","5,840.60","25,479.10","30,027","11,743.20","19,449.80","15,208.60","14,233.70","4,813.42","3,013.74","1,263.03","15,027.50","7,807.20","6,447.28","6,382.06","2,175.63","15,156.40","10,326.50","15,521.50","1,617.33","15,671.80","16,484.10","8,989.28","11,784.40","6,441.63","6,714.14","10,333.80","12,509.70"
hsa-miR-30a-3p,278.278,332.874,184.641,403.067,152.419,214.936,220.862,213.826,505.087,385.116,356.161,293.915,224.634,255.534,328.053,270.386,239.789,89.334,133.193,276.834,231.095,78.577,331.42,306.464,319.786,169.062,368.769,302.614,315.1,305.162
hsa-miR-30a-5p,432.703,319.803,392.444,288.353,370.276,403.531,141.329,608.631,585.105,610.838,607.844,528.836,452.069,552.843,638.085,215.142,456.668,176.868,228.885,247.836,411.443,145.338,311.632,244.897,300.085,255.586,378.997,307.151,278.414,462.037
hsa-miR-30b-3p,0.087,0.386,0.206,0.101,0.077,0.064,0,0.118,0.148,0.223,0.388,0.351,0.187,0,0.09,0,0.066,0,0,0.09,0,0,0.089,0.392,0.086,0,0.178,0.172,0.107,0.179
hsa-miR-30b-5p,23.516,31.935,23.264,33.686,70.891,73.282,14.656,40.781,36.944,39.57,70.3,92.76,58.259,70.496,61.684,22.447,39.679,22.494,27.156,24.766,41.865,20.678,31.012,33.921,40.523,39.393,41.339,31.301,33.623,37.482
hsa-miR-30c-1-3p,1.481,1.61,0.994,1.315,1.306,1.084,0.804,1.303,1.329,1.392,2.719,2.424,2.054,1.589,1.076,0.583,0.924,1.285,0.749,1.261,1.916,1.182,1.353,1.176,1.064,0.821,1.782,1.723,1.279,1.58
hsa-miR-30c-5p,95.808,173.712,90.111,121.643,167.435,159.958,60.097,155.568,181.892,172.87,318.098,318.826,204.467,181.973,250.5,157.276,214.899,77.894,134.963,130.942,243.912,97.188,201.691,211.956,209.232,150.889,252.272,191.137,175.467,210.727
hsa-miR-30c-2-3p,0.174,0,0.103,0.202,0.077,0.191,0.089,0.545,0.468,0.251,1.165,0.668,0,0.795,0.628,0.146,0.132,0,0.136,0.24,0.244,0,0.222,0,0.259,0.117,0.143,0.172,0.16,0.417
hsa-miR-30c-5p,95.808,173.712,90.111,121.593,167.435,159.958,60.097,155.521,181.818,172.87,318.487,318.791,204.467,181.973,250.5,157.13,214.833,77.765,134.895,130.942,243.947,97.188,201.581,211.956,209.203,150.772,252.237,191.079,175.467,210.727
hsa-miR-30d-3p,0.348,0.966,0.514,1.315,0.883,0.446,0.938,1.208,2.191,1.782,4.272,4.006,2.614,4.087,4.841,1.166,1.915,1.414,1.633,2.071,1.776,0,2.64,1.569,2.042,1.993,3.029,1.953,2.771,3.101
hsa-miR-30d-5p,152.334,143.451,276.02,94.988,436.905,562.277,144.59,450.198,464.426,449.162,554.245,501.359,435.824,453.4,431.875,77.836,177.267,131.366,208.739,116.683,426.908,173.106,172.565,257.837,173.712,251.717,188.661,155.126,156.658,278.296
hsa-miR-30e-3p,"2,179.71","2,422.70","1,533.32","3,281.23","1,637.29","2,187.88",969.238,"2,437.44","2,812.75","2,553.12","3,030.67","4,149.52","3,295.19","1,174.25","1,459.61","1,571.15","1,800.73","1,700.04","1,204.52","1,208.29","2,307.33","2,810.17","1,661.91","1,983.88","4,094.52","1,723.44","4,188.74","4,047.87","1,778.09","2,296.89"
hsa-miR-30e-5p,"3,550.98","4,142.44","2,635.34","4,177.75","3,210.21","3,692.94","1,154","3,772.02","3,569.28","4,128.28","4,022.26","5,691.20","4,589.22","2,134.75","2,044.35","2,599.35","2,763.31","2,952.13","2,058.67","2,039.39","4,236.68","4,587.02","2,469.28","2,470.93","4,582.99","2,786.70","4,254.99","4,185.66","2,363.90","4,094.43"
hsa-miR-31-3p,0,0.064,0.137,0.101,0.038,0,0,0.047,0.049,0.028,0,0.422,0,0.114,0.269,0,0,0,0,0,0.035,0,0,0,0,0,0,0.057,0.027,0
hsa-miR-31-5p,0,0.129,0,0,0,0,0.045,0,0.025,0.056,0,0.176,0.187,0,0.179,0,0,0,0.204,0,0.035,0,0.022,0,0.115,0.117,0.036,0.057,0.027,0.089
hsa-miR-3115,0,0,0.034,0.051,0,0,0,0,0,0,0,0,0,0.114,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0
hsa-miR-3116,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
hsa-miR-3116,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
hsa-miR-3117-3p,0.174,0.193,0.343,0.253,0.077,0.128,0.045,0.095,0.172,0.251,0,0.281,0,0.227,0.269,0.583,0.528,0.129,0.204,0.18,0.035,0.295,0.444,0,0.086,0.703,0.178,0,0.08,0.328
hsa-miR-3117-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3118,0,0,0,0.051,0.038,0,0,0.095,0,0,0,0,0,0,0,0,0,0,0,0.03,0.035,0,0.155,0,0,0,0.214,0.057,0,0
hsa-miR-3118,0,0,0,0.051,0.038,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0.03,0.035,0,0.155,0,0,0,0.214,0.057,0,0
hsa-miR-3118,0,0,0,0.051,0.038,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0.03,0.035,0,0.155,0,0,0,0.214,0.057,0,0
hsa-miR-3118,0,0,0,0.051,0.038,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0.03,0.035,0,0.155,0,0,0,0.214,0.057,0,0
hsa-miR-3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3120-3p,180.815,125.616,77.776,112.387,63.633,49.62,204.375,133.307,186.888,166.911,146.426,153.581,92.057,129.64,162.727,61.074,179.973,70.182,285.034,69.434,162.306,73.26,102.909,79.214,29.709,23.683,73.697,38.767,87.76,132.99
hsa-miR-3120-5p,1.655,1.159,2.296,1.517,0.922,0.383,5.317,2.463,3.126,2.144,0,0.808,0,0.681,3.586,0.292,1.981,0,1.157,1.771,1.08,0.295,0.865,0.784,0.46,0.352,0.428,0.23,0.986,1.073
hsa-miR-3121-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3121-5p,0,0,0,0,0,0,0,0,0.025,0,0,0.035,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0
hsa-miR-3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0
hsa-miR-3124-3p,0,0.064,0.034,0,0,0.128,0,0.071,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06
hsa-miR-3124-5p,0,0,0.034,0,0,0,0.134,0.071,0.049,0.028,0,0.035,0,0,0,0.146,0,0,0.068,0.06,0.104,0,0.089,0.392,0,0,0,0,0.107,0.03
hsa-miR-3125,0.087,0,0,0,0,0,0.179,0.024,0,0,0,0,0,0,0,0.146,0,0,0.068,0,0,0,0.022,0,0.029,0,0,0,0,0.03
hsa-miR-3126-3p,0,0.322,0.137,0.202,0.154,0,0,0.189,0.32,0.529,0,0.035,0,0,0.269,0,0.132,0,0.272,0.09,0.07,0,0.022,0,0,0,0,0.115,0,0.149
hsa-miR-3126-5p,0.174,0,0.069,0,0,0,0.089,0.047,0.172,0.223,0,0,0,0.114,0.09,0,0.198,0,0.068,0.06,0,0,0.044,0,0.058,0,0.036,0,0.027,0.03
hsa-miR-3127-3p,0.087,0,0.069,0.152,0,0,0.089,0.047,0,0.028,0.388,0.176,0.373,0,0,0,0.066,0,0.068,0,0.035,0,0.044,0,0.058,0,0.036,0.057,0,0
hsa-miR-3127-5p,3.31,3.284,1.336,1.517,3.418,2.934,0.715,2.747,2.412,1.615,4.272,3.057,2.801,3.633,3.228,1.02,1.386,0.9,1.77,0.871,2.299,2.954,1.553,1.373,1.783,2.228,1.532,3.216,1.199,2.415
hsa-miR-3128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3129-3p,0,0,0,0,0,0,0,0.024,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3129-5p,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3130-3p,0.348,0.129,0.308,1.315,0.806,0.128,0.134,1.35,0.911,0.613,0,0.562,0.373,0.454,0.448,0.146,0.594,0.386,0,0.871,0.348,0.295,0.599,1.176,1.409,0.469,0.891,1.149,0.053,1.073
hsa-miR-3130-5p,0.348,0.258,0.274,0.556,0.384,0.191,0.179,0.332,0.172,0.919,0,0.668,0.187,0.227,0.359,0.583,0.132,0.257,0.136,0.21,0.244,0.591,0.444,0.784,0.259,0.117,0.214,0.345,0.639,0.149
hsa-miR-3130-3p,0.348,0.129,0.308,1.315,0.806,0.128,0.134,1.35,0.911,0.613,0,0.562,0.373,0.454,0.448,0.146,0.594,0.386,0,0.871,0.348,0.295,0.599,1.176,1.409,0.469,0.891,1.149,0.053,1.073
hsa-miR-3130-5p,0.348,0.322,0.274,0.556,0.499,0.191,0.179,0.379,0.246,0.947,0,0.738,0.373,0.227,0.359,0.583,0.198,0.257,0.204,0.24,0.453,0.591,0.532,0.784,0.403,0.117,0.285,0.459,0.666,0.209
hsa-miR-3131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3133,0,0.064,0.034,0,0.038,0,0,0.024,0,0,0.388,0.141,0,0.114,0.09,0,0,0.129,0.068,0.03,0,0.295,0,0,0,0,0.036,0.287,0,0
hsa-miR-3134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3135a,0,0.129,0.034,0.051,0.038,0,0,0.024,0,0.028,0,0,0,0,0,0.146,0,0.129,0.068,0,0.104,0,0.022,0,0,0,0.036,0,0,0.06
hsa-miR-3135b,0,0,0,0,0,0,0,0,0.025,0.028,0,0,0.187,0,0,0,0,0,0,0,0,0,0,0,0.058,0.117,0.036,0,0.027,0.03
hsa-miR-3136-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3136-5p,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0
hsa-miR-3137,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3138,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3139,0.174,0.258,0.206,0.101,0.115,0.255,0.045,0.213,0.098,0.111,0,0.07,0,0.227,0,0,0.132,0,0,0,0.209,0,0.067,0,0.086,0,0.071,0.172,0.027,0.149
hsa-miR-3140-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3140-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3141,0,0,0.034,0,0.038,0,0.223,0.024,0.123,0.418,0,0.105,0,0,0,0,0.066,0,0.068,0.06,0,0.295,0.022,0,0,0,0,0,0.133,0.089
hsa-miR-3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3143,0,0,0.034,0,0.077,0,0.045,0.118,0,0.056,0,0.105,0,0,0,0,0,0,0,0.15,0.139,0,0.133,0.196,0,0,0,0.115,0.053,0.03
hsa-miR-3144-3p,1.481,0.644,0.994,0.455,0.499,0.319,3.441,1.516,0.837,1.559,0,0.492,0.934,0.568,0.269,0.146,0.198,0.129,0.885,0.42,0.522,0,0.532,0.196,0.316,0.117,0.535,0.345,1.385,0.835
hsa-miR-3144-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0,0.146,0,0,0.068,0,0,0,0,0,0,0,0,0,0.053,0
hsa-miR-3145-3p,0.087,0.064,0,0,0.038,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0
hsa-miR-3145-5p,0,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.029,0,0,0,0,0
hsa-miR-3146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3149,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3150a-3p,0,0,0,0,0,0,0,0.071,0,0.028,0,0,0,0,0,0,0.066,0,0,0.03,0,0,0.044,0.196,0.058,0,0.107,0,0,0
hsa-miR-3150a-5p,0.523,0.515,0.034,0.202,0.192,0.638,0.67,0.403,0.246,0.446,0,0.316,0,0.681,0.359,0.583,0.132,0.514,0.136,0.811,0.383,0,0.399,0.392,0.748,0.352,0.285,0.517,0.533,0.239
hsa-miR-3150b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3150b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3151-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3151-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3152-3p,0,0.064,0,0.051,0,0,0.045,0.118,0.025,0.056,0,0,0,0,0,0,0,0,0,0,0.07,0,0.067,0,0.029,0,0,0,0.053,0
hsa-miR-3152-5p,0.087,0.129,0.103,0.101,0.038,0.064,0.045,0.071,0.148,0.195,0,0.07,0,0,0.09,0,0,0,0.068,0,0.035,0.295,0.044,0,0.029,0,0.107,0,0,0.119
hsa-miR-3153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3154,0,0,0.034,0,0,0,0.045,0.024,0.049,0.084,0,0.035,0,0,0,0,0,0.129,0,0.03,0.035,0,0.022,0,0,0,0,0,0,0.03
hsa-miR-3155a,0.087,0.064,0.034,0.051,0,0,0,0,0.049,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3155b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3156-3p,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0.09,0.146,0,0,0,0,0,0,0.022,0,0,0,0,0,0.027,0
hsa-miR-3156-5p,0,0.064,0,0,0.077,0,0,0.024,0,0,0,0.035,0,0,0,0.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3156-3p,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0.09,0.146,0,0,0,0,0,0,0.022,0,0,0,0,0,0.027,0
hsa-miR-3156-5p,0,0.064,0,0,0.077,0,0,0.024,0,0,0,0.035,0,0,0,0.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3156-5p,0,0.064,0,0,0.077,0,0,0.024,0,0,0,0.035,0,0,0,0.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3157-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.027,0
hsa-miR-3157-5p,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3158-3p,0.348,0.322,0.103,0.152,0.115,0.255,0.491,0.237,0.443,0.585,0,0.141,0.187,0.227,0.179,0,0.594,0,0.136,0.24,0.035,0.295,0.444,0,0.201,0.117,0.107,0,0.186,0.388
hsa-miR-3158-5p,0.261,0.451,0.103,0.303,0.115,0.319,0.67,0.521,0.369,0.557,0.388,0.422,0.373,0.114,0.09,0.437,0.396,0.129,0.068,0.27,0.244,0.295,0.377,0,0.431,0.117,0.214,0.172,0.16,0.298
hsa-miR-3158-3p,0.348,0.322,0.103,0.152,0.115,0.255,0.491,0.213,0.443,0.529,0,0.141,0.187,0.114,0.179,0,0.528,0,0.136,0.24,0.035,0.295,0.444,0,0.201,0.117,0.107,0,0.186,0.358
hsa-miR-3158-5p,0,0.322,0.103,0.303,0.077,0.255,0.491,0.474,0.271,0.501,0.388,0.281,0.373,0.114,0.09,0.437,0.33,0.129,0.068,0.27,0.209,0,0.288,0,0.345,0.117,0.178,0.172,0.133,0.179
hsa-miR-3159,0,0,0,0,0,0,0,0.024,0,0.056,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.036,0,0,0.03
hsa-miR-3160-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3160-5p,0,0,0,0,0,0,0,0,0.025,0.028,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.086,0.117,0.071,0.057,0,0
hsa-miR-3160-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3160-5p,0,0,0,0,0,0,0,0,0.025,0.028,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.086,0.117,0.071,0.057,0,0
hsa-miR-3161,0.697,0,0,1.163,0.73,0,0,0,0.714,0.668,0,0.773,0,0,0.359,0.292,0,0.771,1.633,0.03,0.418,0.295,0,0,0.201,0,0,0.287,0,0.417
hsa-miR-3162-3p,0,0,0,0,0,0,0,0,0,0.056,0,0.035,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0.036,0,0,0
hsa-miR-3162-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3163,0,0.064,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3164,0.523,0,0.069,0,0,0.064,0.045,0.095,0.148,0.167,0.388,0.07,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0.057,0.107,0.089
hsa-miR-3165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0
hsa-miR-3166,0.087,0,0,0,0.077,0,0,0,0.025,0.111,0,0.176,0.187,0.227,0.09,0,0,0,0.068,0,0,0,0,0,0,0,0.036,0,0,0
hsa-miR-3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0
hsa-miR-3168,0,0,0,0.101,0.115,0,0,0.071,0.025,0,6.991,3.9,7.656,0.568,0.717,1.312,0.66,3.342,1.361,0.42,1.498,11.816,1.287,0.588,0.489,0.352,1.069,1.493,0.533,2.296
hsa-miR-3169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3170,2.526,0.773,0.788,1.467,0.845,0.829,1.206,1.16,1.6,1.448,0.777,0.773,0.747,0.114,0.269,0.292,0.528,0.257,0.749,0.54,0.697,0.295,0.643,0.588,0.489,0.586,0.535,0.23,0.4,0.835
hsa-miR-3171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3173-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3173-5p,0,0,0,0.051,0,0,0,0,0,0.056,0,0.176,0,0,0,0.146,0,0,0,0,0,0,0.022,0,0.058,0,0.036,0,0.027,0
hsa-miR-3174,0.087,0.064,0,0,0,0,0,0.024,0.197,0.028,0.388,0.07,0,0,0.09,0,0.33,0,0.068,0.03,0.035,0.591,0.089,0,0.058,0,0,0.057,0.107,0.06
hsa-miR-3175,0.087,0,0.034,0,0.077,0.064,0.089,0.071,0,0,0,0.035,0,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3176,0.261,0.451,0.069,0.202,0.154,0,0.089,0.118,0.197,0.111,0,0.562,0.373,0.454,0.717,0.292,0.066,0,0.204,0,0.209,0,0.133,0,0,0,0.107,0,0.133,0.119
hsa-miR-3177-3p,0.871,0.837,1.473,0.303,0.422,0.446,1.206,1.089,0.763,0.668,0,0,0,0.568,0.717,0,0.264,0,1.089,0.18,0.522,0,0.599,0.196,0,0.117,0.036,0.057,0.186,0.865
hsa-miR-3177-5p,0,0,0,0,0,0,0,0.024,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0
hsa-miR-3178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0,0,0,0.115,0,0
hsa-miR-3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0,0,0,0.115,0,0
hsa-miR-3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0,0,0,0.115,0,0
hsa-miR-3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0,0,0,0.115,0,0
hsa-miR-3180-3p,0,0,0,0,0.038,0,0,0,0,0,0.388,0.105,0.934,0,0,0,0,0,0.068,0.06,0,0,0.022,0,0,0,0.107,0,0.027,0
hsa-miR-3180-5p,0.523,0.451,0.206,0,0.115,0.064,0,0.261,0.074,0.139,0.388,0.914,2.801,0.227,0.359,0,0.132,0.257,0.272,0.33,0.07,0,0.044,0,0,0,0.107,0.057,0.08,0.03
hsa-miR-3180-3p,0,0,0,0,0.038,0,0,0,0,0,0.388,0.105,0.934,0,0,0,0,0,0.068,0.06,0,0,0.022,0,0,0,0.107,0,0.027,0
hsa-miR-3180-5p,0.523,0.451,0.206,0,0.115,0.064,0,0.261,0.074,0.139,0.388,0.914,2.801,0.227,0.359,0,0.132,0.257,0.272,0.33,0.07,0,0.044,0,0,0,0.107,0.057,0.08,0.03
hsa-miR-3180-3p,0,0,0,0,0.038,0,0,0,0,0,0.388,0.105,0.934,0,0,0,0,0,0.068,0.06,0,0,0.022,0,0,0,0.107,0,0.027,0
hsa-miR-3180-5p,0.523,0.451,0.206,0,0.115,0.064,0,0.261,0.074,0.139,0.388,0.914,2.801,0.227,0.359,0,0.132,0.257,0.272,0.33,0.07,0,0.044,0,0,0,0.107,0.057,0.08,0.03
hsa-miR-3180,0,0,0,0,0.038,0,0,0,0,0,0,0.105,0.934,0,0,0,0,0,0.068,0.06,0,0,0.022,0,0,0,0.107,0,0.027,0
hsa-miR-3180,0,0,0,0,0.038,0,0,0,0,0,0,0.105,0.934,0,0,0,0,0,0.068,0.06,0,0,0.022,0,0,0,0.107,0,0.027,0
hsa-miR-3181,0,0,0,0,0.077,0,0,0,0.025,0.028,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0,0
hsa-miR-3182,0,0,0.034,0,0,0,0.089,0,0,0.028,0,0.141,0,0.114,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3183,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3184-3p,0.174,0.322,0.171,0.354,0.154,0.128,0.134,0.047,0.123,0.195,0.388,0.211,0,0.114,0.986,0,0.066,0.129,0.068,0.06,0.035,0,0.155,0,0.173,0,0.036,0.115,0.133,0.209
hsa-miR-3184-5p,0,0,0.103,0,0,0,0,0.118,0.049,0.111,0,0.176,0,0,0.09,0,0.066,0,0,0,0,0,0,0,0,0,0.036,0,0,0
hsa-miR-3185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3186-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3186-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
